cycle_uid,cycle_id,ml_id,lead_id,deal_id,account_id,account_name,ml_stage_start_time,lead_stage_start_time,deal_stage_start_time,ml_stage_end_time,ml_dead_time,lead_stage_end_time,lead_dead_time,deal_stage_current,deal_closing_date,deal_modified_time,deal_is_won,deal_is_lost,deal_pipeline,deal_produkt,deal_amount,ml_owner_current,lead_owner_current,lead_dla_salesa,deal_owner_current,project_type,source_from,source_I_tier,source_II_tier,source_III_tier,source_IV_tier,events_count_total,events_count_lead_stage,events_count_deal_stage,lead_first_meeting_time,lead_meetings_count,lead_meeting1_days,ankiety_count,ankieta_avg_quality,ankieta_avg_meeting,ankieta_presales_primary,ml_days_in_stage,lead_days_in_stage,cycle_to_sales_days
lead:751364000008574607,751364000008574607,,751364000008574607,,,,,2025-02-04T15:52:19,,,,2025-04-22T12:08:50,2025-04-22T12:08:50,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,76.0,
lead:751364000008574452,751364000008574452,,751364000008574452,,,,,2025-02-04T12:54:49,,,,2025-04-22T12:09:32,2025-04-22T12:09:32,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,0,0,0,,0,,0,,,,,76.0,
lead:751364000008574386,751364000008574386,,751364000008574386,,,,,2025-02-04T12:47:29,,,,2025-04-22T12:09:21,2025-04-22T12:09:21,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,0,0,0,,0,,0,,,,,76.0,
lead:751364000008574185,751364000008574185,,751364000008574185,,,,,2025-02-04T09:50:57,,,,2025-04-22T12:09:26,2025-04-22T12:09:26,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,0,0,0,,0,,0,,,,,77.0,
lead:751364000008572440,751364000008572440,,751364000008572440,,,,,2025-02-04T13:30:38,,,,2025-04-22T12:08:48,2025-04-22T12:08:48,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,76.0,
lead:751364000008571207,751364000008571207,,751364000008571207,,,,,2025-02-04T09:33:33,,,,2025-11-27T14:24:02,2025-11-27T14:24:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,296.0,
lead:751364000008518114,751364000008518114,,751364000008518114,,,,,2025-02-05T07:35:35,,,,2025-08-12T04:39:19,2025-08-12T04:39:19,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,1,1,0,2025-02-19T10:00:00,1,14.0,0,,,,,187.0,
lead:751364000008463497,751364000008463497,,751364000008463497,,,,,2025-02-03T14:58:06,,,,2025-10-22T10:37:35,2025-10-22T10:37:35,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,2,2,0,2025-02-19T11:00:00,2,15.0,0,,,,,260.0,
lead:751364000008463376,751364000008463376,,751364000008463376,,,,,2025-02-03T14:35:22,,,,2025-04-22T12:09:24,2025-04-22T12:09:24,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,0,0,0,,0,,0,,,,,77.0,
lead:751364000008463299,751364000008463299,,751364000008463299,,,,,2025-02-03T14:03:04,,,,2025-04-22T12:08:00,2025-04-22T12:08:00,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,77.0,
lead:751364000008463051,751364000008463051,,751364000008463051,,,,,2025-02-03T10:02:54,,,,2025-04-22T12:08:00,2025-04-22T12:08:00,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,78.0,
lead:751364000008458568,751364000008458568,,751364000008458568,,,,,2025-02-03T14:11:17,,,,2025-04-22T12:08:38,2025-04-22T12:08:38,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,77.0,
lead:751364000008458537,751364000008458537,,751364000008458537,,,,,2025-02-03T13:48:46,,,,2025-04-22T12:08:45,2025-04-22T12:08:45,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,77.0,
lead:751364000008458475,751364000008458475,,751364000008458475,,,,,2025-02-03T13:35:56,,,,2025-04-22T12:08:42,2025-04-22T12:08:42,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,77.0,
lead:751364000008458444,751364000008458444,,751364000008458444,,,,,2025-02-03T13:30:44,,,,2025-04-22T12:08:43,2025-04-22T12:08:43,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,77.0,
lead:751364000008322344,751364000008322344,,751364000008322344,,,,,2025-01-31T13:41:05,,,,2025-04-22T12:08:49,2025-04-22T12:08:49,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,80.0,
lead:751364000008322186,751364000008322186,,751364000008322186,,,,,2025-01-31T13:01:27,,,,2025-08-14T12:51:37,2025-08-14T12:51:37,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,194.0,
lead:751364000008269490,751364000008269375,,751364000008269490,751364000008269375,751364000002312516,"""ZDROWIE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,2025-01-30T15:57:28,2025-01-30T15:41:54,,,2025-01-30T15:41:54,,Closed Won,,2025-06-18T12:07:03,True,False,Szkolenia,szkolenia,,,Anna Kardasz-Pajączek,,Grażyna Kawka,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,-1.0,-1.0
lead:751364000008254506,751364000008254506,,751364000008254506,,,,,2025-01-30T13:51:09,,,,2025-06-04T10:53:31,2025-06-04T10:53:31,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,1,,5.0,Anna Kardasz-Pajączek,,124.0,
lead:751364000008118039,751364000008118039,,751364000008118039,,,,,2025-01-28T15:14:46,,,,2025-06-23T19:20:35,2025-06-23T19:20:35,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,1,1,0,2025-02-12T17:00:00,1,15.0,0,,,,,146.0,
lead:751364000008118008,751364000008118008,,751364000008118008,,,,,2025-01-28T15:13:29,,,,2025-06-03T13:56:52,2025-06-03T13:56:52,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,125.0,
lead:751364000008112323,751364000008112323,,751364000008112323,,,,,2025-01-29T09:20:11,,,,2025-04-22T12:08:48,2025-04-22T12:08:48,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,83.0,
lead:751364000008099952,751364000008099952,,751364000008099952,,,,,2025-01-28T14:24:54,,,,2025-06-29T20:17:14,2025-06-29T20:17:14,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,152.0,
lead:751364000008099931,751364000008099931,,751364000008099931,,,,,2025-01-28T14:23:21,,,,2025-06-29T20:17:14,2025-06-29T20:17:14,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,152.0,
lead:751364000008073757,751364000008073757,,751364000008073757,,,,,2025-01-29T09:41:47,,,,2025-04-22T12:09:25,2025-04-22T12:09:25,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,83.0,
lead:751364000008073430,751364000008073430,,751364000008073430,,,,,2025-01-27T17:13:39,,,,2025-04-22T12:08:41,2025-04-22T12:08:41,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,84.0,
lead:751364000008073027,751364000008073027,,751364000008073027,,,,,2025-01-27T09:40:59,,,,2025-08-07T09:42:59,2025-08-07T09:42:59,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-02-05T08:00:00,1,8.0,0,,,,,192.0,
lead:751364000008065494,751364000008065494,,751364000008065494,,,,,2025-01-27T17:04:06,,,,2025-04-22T12:08:07,2025-04-22T12:08:07,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Inbound,Polecenie,Polecenie,Polecenie,0,0,0,,0,,0,,,,,84.0,
lead:751364000008065331,751364000008065331,,751364000008065331,,,,,2025-01-27T14:58:04,,,,2025-04-22T12:07:56,2025-04-22T12:07:56,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Inbound,Polecenie,Polecenie,Polecenie,0,0,0,,0,,0,,,,,84.0,
lead:751364000008041128,751364000008041128,,751364000008041128,,,,,2025-01-27T08:30:51,,,,2025-06-29T20:17:15,2025-06-29T20:17:15,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,153.0,
lead:751364000007933295,751364000007933295,,751364000007933295,,,,,2025-01-24T11:33:39,,,,2025-04-22T12:08:49,2025-04-22T12:08:49,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007933264,751364000007933264,,751364000007933264,,,,,2025-01-24T11:28:40,,,,2025-04-22T12:08:43,2025-04-22T12:08:43,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007933233,751364000007933233,,751364000007933233,,,,,2025-01-24T11:24:08,,,,2025-04-22T12:08:46,2025-04-22T12:08:46,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007933180,751364000007933180,,751364000007933180,,,,,2025-01-24T11:18:05,,,,2025-04-22T12:08:39,2025-04-22T12:08:39,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007925886,751364000007925886,,751364000007925886,,,,,2025-01-24T14:12:03,,,,2025-04-22T12:08:49,2025-04-22T12:08:49,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,87.0,
lead:751364000007925741,751364000007925741,,751364000007925741,,,,,2025-01-24T13:19:50,,,,2025-04-22T12:08:47,2025-04-22T12:08:47,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,87.0,
lead:751364000007925284,751364000007925284,,751364000007925284,,,,,2025-01-24T09:49:59,,,,2025-06-29T20:17:15,2025-06-29T20:17:15,,,,False,False,,,,,Anna Kardasz-Pajączek,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,156.0,
lead:751364000007872231,751364000007872231,,751364000007872231,,,,,2025-01-23T14:20:02,,,,2025-04-22T12:08:45,2025-04-22T12:08:45,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007872194,751364000007872194,,751364000007872194,,,,,2025-01-23T14:15:17,,,,2025-04-22T12:08:39,2025-04-22T12:08:39,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007872163,751364000007872163,,751364000007872163,,,,,2025-01-23T13:29:40,,,,2025-04-22T12:08:42,2025-04-22T12:08:42,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,88.0,
lead:751364000007872132,751364000007872132,,751364000007872132,,,,,2025-01-23T13:12:18,,,,2025-06-25T16:33:01,2025-06-25T16:33:01,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,153.0,
lead:751364000007872101,751364000007872101,,751364000007872101,,,,,2025-01-23T12:54:58,,,,2025-12-02T10:34:38,2025-12-02T10:34:38,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,312.0,
lead:751364000007872051,751364000007872051,,751364000007872051,,,,,2025-01-23T11:40:09,,,,2025-11-28T10:27:09,2025-11-28T10:27:09,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,308.0,
lead:751364000007872026,751364000007872026,,751364000007872026,,,,,2025-01-23T11:36:45,,,,2025-04-22T12:08:43,2025-04-22T12:08:43,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007872001,751364000007872001,,751364000007872001,,,,,2025-01-23T11:28:22,,,,2025-04-22T12:08:46,2025-04-22T12:08:46,,,,False,False,,,,,Alberto Garita,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007868908,751364000007868908,,751364000007868908,,,,,2025-01-24T13:56:55,,,,2025-06-23T19:20:35,2025-06-23T19:20:35,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,150.0,
lead:751364000007868554,751364000008070257,,751364000007868554,751364000008070257,751364000002389601,CENTRUM TERAPII MANUALNEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,,2025-01-24T10:19:52,2025-01-28T12:50:58,,,2025-01-28T12:50:58,,Oferta,2025-09-30T00:00:00,2025-09-11T11:00:20,False,False,Sprzedaż,szkolenia,,,Michał Modzelewski,,Mateusz Fedorowicz,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-01-28T11:45:00,1,4.0,1,,5.0,Michał Modzelewski,,4.0,4.0
lead:751364000007868232,751364000008334001,,751364000007868232,751364000008334001,751364000002308571,PORADNIA PSYCHOLOGICZNO-PSYCHIATRYCZNA EGO,,2025-01-23T14:29:50,2025-01-31T13:45:07,,,2025-01-31T13:45:07,,Closed Lost,2025-04-30T00:00:00,2025-05-16T15:26:20,False,True,Sprzedaż,medidesk,1833.0,,Michał Modzelewski,,Grzegorz Grądkowski,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-01-31T11:00:00,1,7.0,1,,5.0,Michał Modzelewski,,7.0,7.0
lead:751364000007863148,751364000007863148,,751364000007863148,,,,,2025-01-23T12:14:32,,,,2025-06-29T20:17:14,2025-06-29T20:17:14,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,157.0,
lead:751364000007863016,751364000008021074,,751364000007863016,751364000008021074,751364000002388609,NEUROCENTRUM MERTA SPÓŁKA JAWNA,,2025-01-23T11:29:17,2025-01-27T17:00:50,,,2025-01-27T17:00:50,,Closed Lost,2025-02-28T00:00:00,2026-01-12T17:43:02,False,True,Sprzedaż,medidesk,1465.0,,Mateusz Podlewski,,Joanna Hruszka,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,1,1,0,2025-01-27T13:00:00,1,4.0,1,,4.0,Mateusz Podlewski,,4.0,4.0
lead:751364000007764156,751364000007764156,,751364000007764156,,,,,2025-01-22T15:19:28,,,,2025-07-16T10:39:21,2025-07-16T10:39:21,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,174.0,
lead:751364000007764131,751364000007764131,,751364000007764131,,,,,2025-01-22T15:18:01,,,,2025-04-22T12:08:42,2025-04-22T12:08:42,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007764076,751364000007764076,,751364000007764076,,,,,2025-01-22T13:26:26,,,,2025-04-22T12:08:44,2025-04-22T12:08:44,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007764051,751364000007764051,,751364000007764051,,,,,2025-01-22T13:01:53,,,,2025-12-01T15:49:57,2025-12-01T15:49:57,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,313.0,
lead:751364000007764026,751364000007764026,,751364000007764026,,,,,2025-01-22T12:54:45,,,,2025-04-22T12:08:48,2025-04-22T12:08:48,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007764001,751364000007764001,,751364000007764001,,,,,2025-01-22T12:38:05,,,,2025-04-22T12:08:47,2025-04-22T12:08:47,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007762449,751364000007762449,,751364000007762449,,,,,2025-01-23T10:52:38,,,,2025-04-22T12:08:42,2025-04-22T12:08:42,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,89.0,
lead:751364000007762328,751364000007762328,,751364000007762328,,,,,2025-01-23T10:01:42,,,,2025-04-22T12:07:54,2025-04-22T12:07:54,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-01-24T09:00:00,1,0.0,1,,1.0,Michał Modzelewski,,89.0,
lead:751364000007762181,751364000007762181,,751364000007762181,,,,,2025-01-22T14:31:08,,,,2025-04-22T12:08:08,2025-04-22T12:08:08,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Polecenie,Pracownik medidesk,Pracownik medidesk,0,0,0,,0,,0,,,,,89.0,
lead:751364000007762145,751364000007762145,,751364000007762145,,,,,2025-01-22T14:03:17,,,,2025-06-29T20:17:14,2025-06-29T20:17:14,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,158.0,
lead:751364000007762098,751364000007762098,,751364000007762098,,,,,2025-01-22T13:34:22,,,,2025-06-23T19:20:35,2025-06-23T19:20:35,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Polecenie,Polecenie,Polecenie,0,0,0,,0,,0,,,,,152.0,
lead:751364000007671306,751364000007671306,,751364000007671306,,,,,2025-01-22T09:19:00,,,,2025-12-19T11:38:21,2025-12-19T11:38:21,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-02-11T11:45:00,1,20.0,0,,,,,331.0,
lead:751364000007671256,751364000008146017,,751364000007671256,751364000008146017,751364000002386521,CENTRUM DIAGNOSTYCZNO-TERAPEUTYCZNE PSYCHOMED IMIENIA HENRYKA BLAJERA MAREK BLAJER.,,2025-01-21T16:26:27,2025-01-28T20:55:54,,,2025-01-28T20:55:54,,Closed Lost,2025-02-11T00:00:00,2026-01-12T17:43:01,False,True,Sprzedaż,medidesk,958.0,,Michał Modzelewski,,Grzegorz Grądkowski,PreSales,Lead,Inbound,Strona internetowa medidesk,Strona internetowa medidesk,Strona internetowa medidesk,1,1,0,2025-01-28T16:45:00,1,7.0,1,,3.0,Michał Modzelewski,,7.0,7.0
lead:751364000007639306,751364000007639306,,751364000007639306,,,,,2025-01-21T11:37:43,,,,2025-08-18T02:30:30,2025-08-18T02:30:30,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,1,1,0,2025-02-07T10:00:00,1,16.0,0,,,,,208.0,
lead:751364000007596442,751364000007596442,,751364000007596442,,,,,2025-01-21T11:37:06,,,,2025-12-01T15:48:02,2025-12-01T15:48:02,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,314.0,
lead:751364000007596417,751364000007596417,,751364000007596417,,,,,2025-01-21T11:27:24,,,,2025-12-02T10:46:23,2025-12-02T10:46:23,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,314.0,
lead:751364000007558952,751364000007558952,,751364000007558952,,,,,2025-01-21T10:40:59,,,,2025-04-22T12:08:48,2025-04-22T12:08:48,,,,False,False,,,,,Michał Modzelewski,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,91.0,
lead:751364000007558050,751364000007698161,,751364000007558050,751364000007698161,751364000007558012,MAZOWIECKI SZPITAL IM. DR. TEODORA DUNINA W RUDCE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,2025-01-20T14:25:59,2025-01-22T11:04:01,,,2025-01-22T11:04:01,,Closed Lost,,2025-05-16T15:26:20,False,True,Sprzedaż,,,,Michał Modzelewski,,Grzegorz Grądkowski,PreSales,Lead,Inbound,Email na biuro,Email na biuro,Email na biuro,1,1,0,2025-01-22T10:30:00,1,1.0,1,,5.0,Michał Modzelewski,,1.0,1.0
lead:751364000007557926,751364000007557926,,751364000007557926,,,,,2025-01-21T09:57:59,,,,2025-04-22T12:09:23,2025-04-22T12:09:23,,,,False,False,,,,,Mateusz Podlewski,,,PreSales,Lead,Outbound,Reinkarnacja,Reinkarnacja,Reinkarnacja,0,0,0,,0,,0,,,,,91.0,
lead:751364000007557342,751364000008288085,,751364000007557342,751364000008288085,751364000002299105,PRZYCHODNIA WETERYNARYJNA ONKOVET JAKUB ĆWIK,,2025-01-20T15:31:33,2025-01-31T12:05:38,,,2025-01-31T12:05:38,,Closed Lost,2025-02-28T00:00:00,2025-05-20T08:37:52,False,True,Sprzedaż,vetidesk,580.0,,Mateusz Podlewski,,Joanna Hruszka,PreSales,Lead,Inbound,Polecenie,Polecenie,Polecenie,1,1,0,2025-01-28T12:00:00,1,7.0,0,,,,,10.0,10.0
lead:751364000007542474,751364000007542474,,751364000007542474,,,,,2025-01-20T12:40:53,,,,2025-04-22T12:08:44,2025-04-22T12:08:44,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,91.0,
lead:751364000007542443,751364000007542443,,751364000007542443,,,,,2025-01-20T12:29:06,,,,2025-04-22T12:08:41,2025-04-22T12:08:41,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,91.0,
lead:751364000007542418,751364000007542418,,751364000007542418,,,,,2025-01-20T11:54:07,,,,2025-04-22T12:08:45,2025-04-22T12:08:45,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,92.0,
lead:751364000007542393,751364000007542393,,751364000007542393,,,,,2025-01-20T11:42:57,,,,2025-04-22T12:08:48,2025-04-22T12:08:48,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,92.0,
lead:751364000007542368,751364000007542368,,751364000007542368,,,,,2025-01-20T11:32:37,,,,2025-04-25T15:44:26,2025-04-25T15:44:26,,,,False,False,,,,,Sebastian Pawlik,,,PreSales,Lead,Outbound,Akwizycja telefoniczna,Akwizycja telefoniczna,Akwizycja telefoniczna,0,0,0,,0,,0,,,,,95.0,
